come over ~,,(격한 감정 등이) ~에게 밀려오다,A wave of sadness came over me at the ceremony.
crack up,,"웃음을 터뜨리다, 빵 터지다",Her joke made the whole class crack up.
tactile,/ˈtæktəl/,(사람이 다른 사람과의) 신체 접촉을 좋아하는,He's a very tactile person who loves hugging friends.
cape,/keɪp/,망토,The superhero wore a long red cape.
so much for ~,,"~는 글렀네, ~가 무슨 소용이야, ~는 무슨 <상황 등이 기대에 못 미쳤을 때 하는 말>","It's raining again, so much for our picnic plans."
account for ~,,"(부분, 비율) ~을 차지하다",Exports account for nearly half of the company's revenue.
ridiculous,/rɪˈdɪkjələs/,"웃기는, 말도 안 되는, 터무니없는",The price they charged was absolutely ridiculous.
torture,/ˈtɔrtʃər/,(주로 처벌하거나 정보를 얻기 위해) 고문하다,The prisoners were tortured to reveal their secrets.
paranoid,/ˈpɛrəˌnɔɪd/,피해망상적인,He became paranoid that everyone was watching him.
paranoid,/ˈpɛrəˌnɔɪd/,편집증 환자,"He acts like a paranoid, suspecting everyone of lying."
scorching,/ˈskɔrtʃɪŋ/,"극도로 더운, 뜨거운",We stayed indoors during the scorching afternoon heat.
sequel,/ˈsikwəl/,"속편, 후속편 <책, 영화, 연극 등의 뒤이은 이야기>",The movie's sequel was even better than the original.
trustee,/trʌsˈti/,(자선 단체나 재단 등의) 이사,She serves as a trustee of the local museum.
ringtone,/ˈrɪŋˌtoʊn/,"(휴대 전화의) 신호음, 벨 소리",His loud ringtone interrupted the entire meeting.
glow,/ɡloʊ/,"(기쁨, 만족감을 동반한 은근한) 행복감",She felt a warm glow of pride at the award.
glow,/ɡloʊ/,건강한 혈색 <운동 후 또는 건강함으로 인해 생기는 얼굴의 발그레한 빛을 나타냄>,"After her run, her cheeks had a healthy glow."
buzz,/bʌz/,"입소문, 얘기, 화제 <비격식적인 표현>",There's a lot of buzz about the new restaurant downtown.
buzz,/bʌz/,"(장소가) 활기가 넘치다, 부산스럽다",The market was buzzing with shoppers on Saturday morning.
howdy,/ˈhaʊdi/,안녕 <만났을 때 하는 인사. 흔히 유머>,"Howdy, folks, glad you could all make it!"
haggle,/ˈhæɡəl/,"(물건 값을 두고) 흥정을 하다, 실랑이를 벌이다",Tourists often haggle over prices in the market.
article,/ˈɑrtɪkəl/,"관사 <문법 용어. 영어의 관사에는 a, an, the가 있음>","In English, 'the' is a definite article."
fulfilling,/fʊlˈfɪlɪŋ/,성취감을 주는,She finds her volunteer work incredibly fulfilling.
in exchange,,"그 대신, 답례로","He fixed my bike, and I cooked dinner in exchange."
go hand in hand,,(~와) 밀접한 관련이 있다,Success and hard work usually go hand in hand.
heartbreaking,/ˈhɑrtˌbreɪkɪŋ/,"가슴이 터질 듯한, 애끓는 마음을 자아내는",The documentary told a heartbreaking story of loss.
aka,,~라고도 알려진 <also known as의 줄임말>,"My uncle Robert, aka Bob, is coming to visit."
throw ~ up,,(~을) 토하다 <비격식적인 표현>,The child felt sick and threw up after lunch.
accompanied by ~,,"~을 동반한, ~가 딸린",The report was accompanied by detailed charts and graphs.
go downhill,,"더 나빠지다, 질이 떨어지다, 내리막으로 접어들다",His health began to go downhill after the surgery.
tip over,,넘어지다,The vase tipped over and shattered on the floor.
immaculate,/ɪˈmækjələt/,"오점이 없는, 실수가 없는, 완벽한","His exam performance was immaculate, without a single error."
immaculate,/ɪˈmækjələt/,티끌 하나 없이 깨끗한,"Her kitchen was immaculate, without a speck of dust."
overconfident,/ˌoʊvərˈkɑnfɪdənt/,지나치게 자신만만한,He was overconfident and underestimated his opponent.
confront,/kənˈfrʌnt/,"(상황에) 맞서다, 직면하다 <문제나 곤란한 상황이 있다는 것을 인정하고 대처한다는 뜻>",Sooner or later you must confront your problems directly.
confront,/kənˈfrʌnt/,직면하게 만들다 <주로 수동태로 쓰임. 어려움이나 힘든 문제에 부딪히게 한다는 뜻>,She was confronted with a difficult moral choice.
confront,/kənˈfrʌnt/,"(사람에) 정면으로 부딪치다, 맞서다 <싸우거나 논쟁하거나 하기 위해>",He confronted his coworker about the missing money.
debilitating,/dɪˈbɪlɪˌteɪtɪŋ/,"(병, 질환이 사람을) 쇠약하게 하는 <명사 앞에 올 때만 선택적으로 씀>",She suffers from a debilitating chronic illness.
desensitize,/diˈsɛnsɪˌtaɪz/,둔감하게 만들다,Violent films can desensitize viewers to real suffering.
to what end,,"무슨 목적으로, 무엇을 위해","You keep lying, but to what end exactly?"
bungle,/ˈbʌŋɡəl/,"~을 망치다, 엉망으로 하다, 서투르게 하다",The team bungled the project and lost the client.
numb,/nʌm/,"(제대로 생각, 반응을 못하고) 멍한, 망연자실한",She felt numb with shock after hearing the news.
numb,/nʌm/,(추위 등으로 신체 부위가) 감각이 없는,My fingers went numb in the freezing cold.
proxy,/ˈprɑksi/,대리인,He voted by proxy since he couldn't attend.
percussion,/pərˈkʌʃən/,타악기,He plays percussion in the school orchestra.
choreographer,/ˌkɔriˈɑɡrəfər/,안무가,The choreographer designed a stunning dance for the finale.
fall over,,넘어지다,The toddler kept falling over as he learned to walk.
tackle,/ˈtækəl/,"(스포츠 활동, 특히 낚시용) 도구",He packed all his fishing tackle into the truck.
tackle,/ˈtækəl/,"씨름하다, 적극적으로 나서다, 매진하다 <최선을 다해 어려운 일을 처리하려 한다는 뜻>",We need to tackle this problem head-on today.
hen,/hɛn/,암탉,The hen laid three eggs this morning.
rooster,/ˈrustər/,수탉 <주로 미국에서 쓰는 표현>,The rooster crowed loudly at dawn.
ruling party,/ˈrulɪŋ ˌpɑrti/,여당,The ruling party lost its majority in the election.
asthma,/ˈæzmə/,천식,She carries an inhaler because of her asthma.
way to go!,,잘했어!,You passed the exam? Way to go!
undergo,/ˌʌndərˈɡoʊ/,"(변화, 좋지 않은 일 등을) 겪다",The city has undergone dramatic changes recently.
undergo,/ˌʌndərˈɡoʊ/,"(치료, 수술, 검사 등을) 받다",He will undergo surgery on his knee next week.
ruffle,/ˈrʌfəl/,"(고르게 되어 있는 것을) 헝클다, 헝클어뜨리다",The wind ruffled her neatly combed hair.
ruffle,/ˈrʌfəl/,"~의 신경을 건드리다, ~의 심기를 불편하게 하다, ~를 짜증나게 하다",His rude comment clearly ruffled several people at the table.
liability,/ˌlaɪəˈbɪlɪti/,"골칫거리, 폐 끼치는 사람","Without training, the new hire is more of a liability."
compromise,/ˈkɑmprəˌmaɪz/,"절충안, 타협안, 절충해서 나온 것 <셀 수 있는 명사>","After hours of talks, they finally reached a compromise."
compromise,/ˈkɑmprəˌmaɪz/,"(원칙 등을) 굽히다, 양보하다",She refused to compromise her principles for money.
compromise,/ˈkɑmprəˌmaɪz/,(~에 대해) 타협하다,The two sides agreed to compromise on the budget.
play dumb,,"(~에게) 시치미 떼다, 모른 척하다",Don't play dumb; you know exactly what happened.
dwell on ~,,"~을 곱씹다, ~을 되씹다",Try not to dwell on your past mistakes.
night table,/ˈnaɪt ˌteɪbəl/,(침대 옆에 놓는) 협탁,Her glasses were resting on the night table.
blunt,/blʌnt/,(칼날 등이) 무딘,The knife was too blunt to cut the bread.
go through with ~,,"~을 거치다, ~을 하다",She wasn't sure she could go through with the plan.
neck and neck,,"막상막하인, 대등하게",The two runners were neck and neck at the finish.
flattered,/ˈflætərd/,으쓱해진,I was flattered when they asked me to speak.
curse,/kɜrs/,"욕, 욕설, 악담",He muttered a curse under his breath.
homely,/ˈhoʊmli/,"못생긴, 매력 없는 <미국식 표현>","She described herself as homely, though her friends disagreed."
represent,/ˌrɛprɪˈzɛnt/,"보여주다, 제시하다, 표현하다",The graph represents our sales growth over five years.
incrementally,/ˌɪnkrəˈmɛntəli/,"점진적으로, 조금씩 증가하여",The software improves incrementally with each small update.
turn oneself in,,자수하다,"After days on the run, he turned himself in."
harass,/həˈræs/,"(압력을 가하거나 불쾌한 말, 행동으로) 괴롭히다 <수동태로 자주 쓰임>",She was harassed by anonymous phone calls for weeks.
amnesia,/æmˈniʒə/,"기억 상실, 기억 상실증","After the accident, he suffered from temporary amnesia."
on it,,"할 마음이 있다, 바로 착수하겠다",Don't worry about the report; I'm on it.
cohesive,/koʊˈhisɪv/,"화합하는, 응집력 있는, 결합력 있는",A good leader keeps the team cohesive and focused.
get by,,"(~으로) 그럭저럭 해 나가다, 그럭저럭 살아가다",They barely get by on his small salary.
manipulative,/məˈnɪpjələtɪv/,"교묘하게 조종하는, 조종하는 데 능한",Her manipulative behavior slowly turned friends against each other.
designate,/ˈdɛzɪɡˌneɪt/,지정하다,They designated the room as a quiet study area.
ashamed,/əˈʃeɪmd/,"(~여서, ~해서) 부끄러운, 창피한, 수치스러운",He felt deeply ashamed of his rude behavior.
close,/kloʊs/,"거의 ~할 것 같은, 곧 ~할 것 같은 <명사 앞에는 안 씀>",We were close to finishing when the power failed.
graffiti,/ɡrəˈfiti/,"(공공장소에 하는) 낙서, 그래피티",The wall was covered in colorful graffiti.
metabolic,/ˌmɛtəˈbɑlɪk/,"신진대사의, 대사 작용의 <생물학 용어>",Exercise can boost your metabolic rate significantly.
laugh ~ out of ~,,~를 비웃어서 ~에서 내쫓다,They laughed him out of the room for his silly idea.
canny,/ˈkæni/,"영리한, 약삭빠른",She made a canny investment that doubled her money.
stipulate,/ˈstɪpjəˌleɪt/,"~을 규정하다, 명기하다, 명문화하다",The contract stipulates that payment is due monthly.
shore,/ʃɔr/,"(특히 해안을 끼고 있는) 국가, 나라 <복수형으로 씀. 문어적 표현>",Sailors longed to return to their native shores.
pull oneself together,,"정신 똑바로 차리다, 진정하다, 냉정을 되찾다","After crying, she pulled herself together and continued."
hitman,/ˈhɪtmæn/,살인 청부업자 <비격식>,The gangster hired a hitman to silence the witness.
possess,/pəˈzɛs/,(이해할 수 없는 짓을 하도록) 홀리다,Some madness must have possessed him to do that.
possess,/pəˈzɛs/,"(자질, 특징을) 지니다, 갖추고 있다",She possesses all the qualities of a great leader.
call for ~,,(사물을 주어로 하여) ~을 필요로 하다,This recipe calls for two cups of flour.
retrieve,/rɪˈtriv/,"되찾다, 회수하다 <격식 있는 표현>",He dove into the lake to retrieve his keys.
retrieve,/rɪˈtriv/,"~을 상기하다, 다시 생각해 내다",She struggled to retrieve the name from her memory.
retrieve,/rɪˈtriv/,"불러오다, 다시 불러오다",Click here to retrieve your saved documents.
combo,/ˈkɑmboʊ/,"조합, 결합, 조합된 것, 결합된 것",The burger and fries combo is a great deal.
retort,/rɪˈtɔrt/,"쏘아붙이다, 말대꾸하다, 응수하다",She retorted sharply that it was none of my business.
move,/muv/,"조치, 행동",Quitting his job was a bold move.
take offense,,"(~에) 기분이 상하다, 불쾌하게 생각하다",Please don't take offense at my honest opinion.
mint,/mɪnt/,"완전히 새것 같은, 제조 직후의 상태와 같은, 갓 발행된",The old coin was in mint condition.
mint,/mɪnt/,많은 돈 <비격식적인 표현>,He must be earning a mint at that new firm.
makeover,/ˈmeɪkˌoʊvər/,"단장, 변신",The tired living room got a complete makeover.
gear,/ɡɪr/,"(특정 활동에 필요한) 장비, 복장",Remember to bring your hiking gear tomorrow.
jaywalk,/ˈdʒeɪˌwɔk/,(도로를) 무단 횡단하다,The officer fined him for jaywalking across the avenue.
crescent,/ˈkrɛsənt/,초승달 모양의,A thin crescent moon hung in the night sky.
aversion,/əˈvɜrʒən/,"(~에 대한) 혐오감, 아주 싫어함",She has a strong aversion to spiders.
pull,/pʊl/,"(행사, 광고 등을) 취소하다, 거둬들이다",The network pulled the ad after public complaints.
majestic,/məˈdʒɛstɪk/,"장엄한, 위풍당당한",The majestic mountains towered above the valley.
snippy,/ˈsnɪpi/,"무뚝뚝한, 상냥하지 못한, 건방진, 까칠한",He got snippy with me for no reason.
mockery,/ˈmɑkəri/,"조롱, 조소",Her cruel mockery left him feeling humiliated.
frantic,/ˈfræntɪk/,"(사람이 두려움, 걱정 등으로) 제정신이 아닌",The frantic mother searched everywhere for her child.
sonogram,/ˈsɑnəˌɡræm/,초음파 사진,The doctor showed us the baby's first sonogram.
well-to-do,/ˌwɛl tə ˈdu/,"부유한, 잘사는",They grew up in a well-to-do neighborhood.
as far as,,(부사절을 이끌어) ~하는 한,"As far as I know, the meeting is still on."
as far as,,"(거리, 범위 등이) ~까지",We walked as far as the old bridge and back.
sore loser,/ˈsɔr ˌluzər/,패배를 인정할 줄 모르는 사람,Don't be such a sore loser about the game.
don't start,,"불평하지 마, 투덜거리지 마, 잔소리하지 마",Don't start with me about the dishes again.
that is it,,"그만해, 더는 안 되겠어 <화가 나서 더 이상 못 참겠다는 뜻>","That's it, I'm not tolerating this anymore!"
cheesy,/ˈtʃizi/,"유치한, 진부한, 오글거리는, 촌스러운",The movie's ending was so cheesy it made me groan.
perspective,/pərˈspɛktɪv/,"균형감, 균형 잡힌 관점",Traveling gave her a fresh perspective on life.
compatible,/kəmˈpætəbəl/,"화합할 수 있는, 사이좋게 지낼 수 있는",The new roommates turned out to be very compatible.
formality,/fɔrˈmælɪti/,"형식적인 일, 의례적인 일 <주로 단수형으로 씀>",Signing the form is just a formality.
motion,/ˈmoʊʃən/,"(의회 등에서) 발의, 제의, 제안",The committee voted to approve the motion.
closet,/ˈklɑzɪt/,"(집 구조의 일부분으로 설계된) 벽장, 붙박이장",She hung her coat in the hallway closet.
closet,/ˈklɑzɪt/,"은밀한, 드러나지 않은, 본인만 알고 있는",He's a closet fan of cheesy pop music.
ruthless,/ˈruθləs/,"무자비한, 가차 없는, 인정사정없는 <못마땅함>",The dictator was ruthless in crushing all opposition.
put ~ up,,"~을 붙이다, ~을 내붙이다",They put up posters advertising the concert.
disciplinary action,/ˈdɪsəplɪˌnɛri ˌækʃən/,"징계 처분, 징계 조치",The employee faced disciplinary action for the violation.
put ~ out,,"내다, 발표하다, 발행하다",The company put out a statement denying the rumors.
put ~ out,,(불 등을) 끄다,Firefighters quickly put out the blaze.
glacier,/ˈɡleɪʃər/,빙하,The glacier has retreated significantly over the decades.
impatient,/ɪmˈpeɪʃənt/,"짜증 난, 안달하는, 안달 난",He grew impatient waiting for the late train.
United States Attorney,/juˌnaɪtɪd ˈsteɪts əˈtɜrni/,미국 연방 검사,The United States Attorney announced the indictment today.
captivating,/ˈkæptɪˌveɪtɪŋ/,매혹적인,She gave a captivating performance that held the audience.
devastating,/ˈdɛvəˌsteɪtɪŋ/,"대단히 파괴적인, 엄청난 손상을 가하는",The flood had a devastating effect on the town.
devastating,/ˈdɛvəˌsteɪtɪŋ/,엄청나게 충격적인,Losing the championship was a devastating blow to the team.
get down to ~,,~을 시작하다,Let's stop chatting and get down to business.
go down,,"(~에) 기록되다, 기억되다",This day will go down in history.
see,/si/,"상상하다, 예상하다, 보다",I can't see him ever agreeing to that plan.
pros and cons,,찬반양론,We weighed the pros and cons before deciding.
pros and cons,,장단점,Every option has its pros and cons to consider.
kick in,,효과가 나타나기 시작하다,The painkillers finally started to kick in.
up next,,다음 순서,"Up next, we have the weather forecast."
impression,/ɪmˈprɛʃən/,"흉내, 성대모사 <사람들을 웃기기 위해 유명인이나 동물, 사물의 소리나 행동을 따라 하는 것>",He did a hilarious impression of the president.
infant,/ˈɪnfənt/,"초창기의, 초기의",The company was still in its infant stages then.
rule ~ out,,"(사람이 생각, 계획, 해법 등을) ~을 배제하다 <불가능하거나 부적절하다고 여겨서>",Doctors ruled out cancer after the tests.
proficient,/prəˈfɪʃənt/,"능통한, 능숙한, 능한",She is proficient in three foreign languages.
stall,/stɔl/,"교착 상태에 빠지다, 지연되다",Negotiations stalled over the question of wages.
stall,/stɔl/,칸막이 안 <칸막이를 쳐서 만들어 놓은 샤워실이나 화장실 등을 나타냄>,She waited for an empty stall in the restroom.
tender,/ˈtɛndər/,입찰,Several firms submitted a tender for the contract.
brutally,/ˈbrutəli/,"야만스럽게, 난폭하게, 짐승처럼, 잔인하게",The soldiers brutally attacked the defenseless village.
long face,/ˈlɔŋ ˌfeɪs/,"시무룩한 얼굴, 우울한 표정",Why the long face? Cheer up a little.
gaze,/ɡeɪz/,"(눈여겨 보는) 시선, 눈길, 응시 <주로 단수형으로 씀>",She felt his steady gaze across the room.
rephrase,/riˈfreɪz/,(뜻을 더 분명히 하기 위해) 바꾸어 말하다,Let me rephrase that to make it clearer.
puffy,/ˈpʌfi/,"(눈, 얼굴 등이) 부어 있는",Her eyes were puffy from crying all night.
air,/ɛr/,방송되다,The show first aired on television in 1995.
turnover,/ˈtɜrnˌoʊvər/,(기업의 직원) 이직률,The company struggles with high staff turnover.
straight face,/ˈstreɪt ˌfeɪs/,"진지한 표정, 정색",I could barely keep a straight face during his speech.
drive under the influence,,음주운전을 하다,He was arrested for driving under the influence last night.
take ~ up,,"(특히 재미로) ~을 배우다, ~을 시작하다",She decided to take painting up as a relaxing weekend hobby.
take ~ up,,"(직장, 작업, 임무, 역할 등을) 시작하다",He will take up his new role as manager next Monday.
resilient,/rɪˈzɪliənt/,"(충격, 부상 등에 대해) 회복력 있는",Children are often surprisingly resilient after difficult experiences.
resilient,/rɪˈzɪliənt/,(물질이) 탄력 있는,This resilient rubber quickly returns to its original shape.
frail,/freɪl/,"약한, 허약한, 부서지기 쉬운",The frail old man could barely climb the stairs.
rocky,/ˈrɑki/,"고난이 많은, 험난한",Their marriage went through a rocky period last year.
brow,/braʊ/,이마 <문학적 표현>,Sweat glistened on his furrowed brow in the heat.
go over ~,,"~을 다시 말하다, 반복하다",Let's go over the plan once more before the meeting.
vulnerability,/ˌvʌlnərəˈbɪləti/,"상처받기 쉬움, 취약성",The hacker exploited a vulnerability in the company's security system.
cross,/krɔs/,"짜증난, 약간 화가 난",Please don't be cross with me for being late.
check up on,,~을 확인하다,I called to check up on my grandmother this morning.
anthropologist,/ˌænθrəˈpɑlədʒɪst/,인류학자,The anthropologist studied ancient tribal customs for many years.
coffin,/ˈkɔfɪn/,(시체를 담는) 관 <어깨 쪽이 넓고 아래로 갈수록 좁아지는 형태>,They lowered the wooden coffin slowly into the grave.
account,/əˈkaʊnt/,"(있었던 일에 대한) 설명, 이야기, 말",She gave a detailed account of what happened that night.
choosy,/ˈtʃuzi/,"까다로운, 가리는 게 많은",He is very choosy about the restaurants he visits.
paramount,/ˈpærəmaʊnt/,"다른 무엇보다 중요한, 가장 중요한",Safety is paramount when working with heavy machinery.
insolence,/ˈɪnsələns/,"건방짐, 오만, 건방진 태도, 건방진 짓",The teacher would not tolerate such insolence from students.
spinal cord,/ˈspaɪnəl ˌkɔrd/,"척수, 등골 <뇌와 연결되어 있고, 척추 내에 위치하는 중추 신경>",The accident damaged his spinal cord and affected his legs.
stutter,/ˈstʌtər/,"말을 더듬다, 더듬거리다",He tends to stutter when he feels nervous or anxious.
husband,/ˈhʌzbənd/,절약하다,They had to husband their resources during the long winter.
live ~ down,,"만회하다, 다른 사람들이 잊게 만들다 <주로 부정문으로 쓰임>",He could never live down the embarrassing mistake he made.
faculty,/ˈfækəlti/,"(사람이 타고나는 신체적, 정신적) 능력, 기능",Losing his sense of smell meant losing a vital faculty.
faculty,/ˈfækəlti/,"(대학의) 교수진, 교수들",The university faculty voted to change the curriculum.
jacked,/dʒækt/,(사람이) 근육질인,"After months at the gym, he got really jacked."
put,/pʊt/,"(감정, 영향 등을) 겪게 하다, 가하다, 주다",The tragedy put her through tremendous emotional pain.
put,/pʊt/,"쓰다, 사용하다, 투입하다, 적용하다",We should put these funds to better use.
pest,/pɛst/,"성가신 사람, 성가신 것 <비격식>",Her little brother is such a pest during dinner.
crumple,/ˈkrʌmpəl/,구기다,He began to crumple the letter in frustration.
hit the road,,"길을 나서다, 떠나다","It's getting late, so we should hit the road now."
contentious,/kənˈtɛnʃəs/,"(회의, 토론 등이) 격렬한 논쟁이 벌어지는",The meeting became contentious when they discussed the budget.
contentious,/kənˈtɛnʃəs/,"많은 논쟁을 불러일으키는, 논쟁을 초래할",Gun control remains a highly contentious issue in America.
immature,/ˌɪməˈtʊr/,"미성숙한, 치기 어린, 미숙한",His immature behavior at the party embarrassed everyone.
adamant,/ˈædəmənt/,"요지부동의, 단호한",She was adamant that she would not change her mind.
overstate,/ˌoʊvərˈsteɪt/,(실제보다 더 중요한 것처럼) 과장하다,Don't overstate the problem; it's not that serious.
astonishingly,/əˈstɑnɪʃɪŋli/,"놀랄 만큼, 놀랍게도, 몹시",The test was astonishingly easy for most of the students.
jersey,/ˈdʒɜrzi/,(운동 경기용) 셔츠,He proudly wore his team's jersey to the game.
vomit,/ˈvɑmɪt/,"토하다, 게우다",The rough boat ride made several passengers vomit.
primarily,/praɪˈmɛrəli/,주로,The museum is primarily funded by private donations.
flipper,/ˈflɪpər/,"(바다표범, 거북 등의) 지느러미발",The seal used its powerful flippers to swim quickly.
catfish,/ˈkætfɪʃ/,소셜미디어에서 거짓 신분을 만들어내거나 자신을 거짓 포장하는 사람,She discovered the online date was actually a catfish.
impound,/ɪmˈpaʊnd/,"(경찰, 법정 등이) 압수하다, 몰수하다",The police will impound your car if you park here.
reptile,/ˈrɛptaɪl/,파충류,A snake is a reptile that sheds its skin regularly.
testify,/ˈtɛstɪfaɪ/,"(~임을) 증명하다, (~의) 증거가 되다",Her success testifies to years of hard work.
testify,/ˈtɛstɪfaɪ/,"(특히 법정에서) 증언하다, 진술하다",He agreed to testify against the accused in court.
gem,/dʒɛm/,"보물, 보배 <특히 훌륭하거나 특별한 사람이나 사물을 비유적으로 이르는 말>",This little cafe is a real gem in the neighborhood.
spoil,/spɔɪl/,~를 응석받이로 키우다 <아이가 해 달라는 대로 다 해 주는 것>,Grandparents often spoil their grandchildren with too many gifts.
on hand,,"구할 수 있는, 쉽게 사용할 수 있는",Always keep some cash on hand for emergencies.
team up,,"(~와) 한 팀이 되다, 협력하다",The two companies decided to team up on the project.
long before ~,,~하기 훨씬 전에,He had left the city long before the storm arrived.
nauseous,/ˈnɔʃəs/,"욕지기나는, 메스꺼운",The smell of gasoline made her feel nauseous.
over one's head,,"~가 이해할 수 없는, 이해하기 힘든",The advanced lecture was completely over my head.
any minute,,"지금 곧, 당장에라도, 금방이라도",The bus should arrive any minute now.
manslaughter,/ˈmænslɔtər/,과실치사 <과실 행위로 사람을 죽이는 일>,He was convicted of manslaughter after the fatal accident.
meet up,,만나다,Let's meet up for coffee sometime next week.
mandatory,/ˈmændəˌtɔri/,"법에 정해진, 의무적인",Wearing a seatbelt is mandatory in most countries.
discontent,/ˌdɪskənˈtɛnt/,"만족스럽지 않은, 불만인",The workers grew discontent over their low wages.
discontent,/ˌdɪskənˈtɛnt/,"불만, 불만스러운 것",There was growing discontent among the employees.
tenderize,/ˈtɛndəraɪz/,(고기를) 부드럽게 만들다,Marinate the meat overnight to tenderize it properly.
overcast,/ˈoʊvərkæst/,"구름이 뒤덮인, 흐린, 우중충한",The sky was gray and overcast all afternoon.
overdue,/ˌoʊvərˈdu/,"벌써 행해졌어야 할, 이미 늦어진",A serious reform of the system is long overdue.
overdue,/ˌoʊvərˈdu/,"(지불, 반납 등의) 기한이 지난",The library book is two weeks overdue now.
up in arms,,"(~에) 격분한, 반기를 들고 일어나는",Residents are up in arms about the new highway plan.
squander,/ˈskwɑndər/,"낭비하다, 허비하다",He squandered his entire inheritance on gambling.
intimate,/ˈɪntəmət/,"(사람들이) 친한, 친밀한",They have been intimate friends since childhood.
intimate,/ˈɪntəmət/,분위기 있는,"The restaurant has a warm, intimate atmosphere."
idiomatic,/ˌɪdiəˈmætɪk/,(모국어 화자가 듣기에 표현이) 자연스러운,Her English sounds natural and idiomatic to native speakers.
under siege,,(군대나 경찰 등에) 포위당한,The castle was under siege for several months.
uptight,/ˌʌpˈtaɪt/,"불안해 하는, 긴장한, 화난",He gets uptight whenever he has to speak publicly.
uptight,/ˌʌpˈtaɪt/,(사람이) 앞뒤가 꽉 막힌,Don't be so uptight; just relax and have fun.
there is no point,,"(~하는 것은) 의미가 없다, 무의미하다",There is no point in arguing about it now.
benchmark,/ˈbɛntʃmɑrk/,"기준, 기준점",This test sets a benchmark for future performance.
move up,,일정을 당기다,They decided to move up the wedding to June.
discreet,/dɪˈskrit/,"신중한, 조심스러운",Please be discreet about what I told you.
striking,/ˈstraɪkɪŋ/,"굉장히 매력적인, 빼어난",She has striking green eyes that everyone notices.
word,/wɜrd/,"찬성이요, 동감이요","Word, that concert last night was absolutely amazing!"
deceptively,/dɪˈsɛptɪvli/,믿을 수 없게 <예상과 너무 다르다는 것을 강조하는 표현>,The path looked deceptively easy at first glance.
disrupt,/dɪsˈrʌpt/,"파괴적으로 재창조하다, 혁신하다 <기술 분야에서 주로 쓰임>",Their new app aims to disrupt the entire industry.
come through,,"(~을) 해내다, 완수하다",I knew you would come through for us in the end.
once in a lifetime,,(아주 특별하여) 평생 단 한 번뿐인,This is a once in a lifetime opportunity to travel there.
indecisive,/ˌɪndɪˈsaɪsɪv/,(사람이) 우유부단한,He is so indecisive that choosing dinner takes forever.
diner,/ˈdaɪnər/,"(특히 식당에서) 식사하는 사람, 손님",The waiter served each diner with a warm smile.
astrology,/əˈstrɑlədʒi/,점성술,She reads about astrology and checks her horoscope daily.
drape,/dreɪp/,긴 커튼,She pulled the heavy drapes closed at night.
fall through,,"(약속, 계획 등이) 깨지다, 실현되지 못하다",Our vacation plans fell through at the last minute.
immune,/ɪˈmjun/,"(~이) 면제되는, (~을) 면하는","No one is immune from criticism, not even the boss."
immune,/ɪˈmjun/,(질병에) (~에) 면역성이 있는,Vaccination makes you immune to many serious diseases.
dunk,/dʌŋk/,"(물이나 액체 등에) 적시기, 담그기",He gave the biscuit a quick dunk in his tea.
dunk,/dʌŋk/,덩크슛하다 <농구 용어>,The player leaped high to dunk the basketball.
immortal,/ɪˈmɔrtəl/,"죽지 않는, 불사의, 불멸의","In the myth, the gods were immortal and never aged."
groovy,/ˈɡruvi/,"멋진, 근사한 <구식 표현>",That's a really groovy jacket you're wearing today.
could use,,"필요하다, ~가 있으면 좋겠다",I could use a cup of coffee right about now.
tumble,/ˈtʌmbəl/,굴러 떨어지다 <보통 심한 부상을 입지는 않았을 때 씀>,"She tumbled down the grassy hill, laughing the whole way."
tumble,/ˈtʌmbəl/,폭삭 무너지다,House prices tumbled during the economic crisis.
skim,/skɪm/,"(책, 신문 등을) 훑어보다",I only had time to skim the newspaper this morning.
recline,/rɪˈklaɪn/,"(사람이) 비스듬히 눕다, 비스듬히 기대다",He likes to recline on the sofa after a long day.
set ~ off,,"(폭탄, 폭죽 등을) 터뜨리다",They set off fireworks to celebrate the new year.
folk,/foʊk/,"(복수형으로 쓰여) 사람들, 분들 <people보다 친근감이 있는 표현>",The folks in this town are very friendly and kind.
folk,/foʊk/,여러분 <복수형으로 쓰여 두 사람 이상을 친근하게 부를 때 쓰는 표현>,"Thanks for coming, folks; enjoy the show tonight!"
perseverance,/ˌpɜrsəˈvɪrəns/,"인내, 인내심, 끈기",Her perseverance eventually led to great success.
grit,/ɡrɪt/,"모래, 아주 작은 돌 조각들 <셀 수 없는 명사>",He felt grit in his shoes after walking on the beach.
grit,/ɡrɪt/,"투지, 기개 <셀 수 없는 명사>",It took real grit to finish the grueling marathon.
ravage,/ˈrævɪdʒ/,"황폐하게 만들다, 피폐하게 만들다, 유린하다, 파괴하다",The wildfire ravaged thousands of acres of forest.
go with ~,,"~으로 고르다, ~으로 선택하다",I think I'll go with the blue shirt for tonight.
right as rain,,"아주 건강한, 상태가 좋은","After a good night's sleep, she felt right as rain."
alumnus,/əˈlʌmnəs/,"(대학의) 남자 졸업생, 동창생 <여성형은 alumna>","As an alumnus, he donates to the university every year."
reunion,/riˈjunjən/,"모임, 동창회",We attended our high school reunion last weekend.
bully,/ˈbʊli/,"(약자를) 괴롭히다, 왕따시키다, 협박하다",The older kids used to bully him at school.
bully,/ˈbʊli/,(약자를) 괴롭히는 사람,The bully finally apologized for his cruel behavior.
